Diatoms,Dinoflagellates,Haptophytes,Cryptophytes,Green_algae,Cyanobacteria
0.07135445593207695,0.010175980251005204,0.05973503900037768,0.05509545411143514,0.05451659817025991,0.05917115661029387
0.039460590423848314,0.008557362044697397,0.052585847471382396,0.03481695966907875,0.03440986903295326,0.03880611946446022
0.03398294057081772,0.008852338861763731,0.04257636677059417,0.042193556530468114,0.03606465612187418,0.0353147547478365
0.04729875485368014,0.008636494609232437,0.06189156127156823,0.05720442378739021,0.045202796812748136,0.040500737792503336
0.07023904132218145,0.0077474984737185,0.08736371428846494,0.06834095217973685,0.04518597954831326,0.045717963790726894
0.0924381819521613,0.03410317181188638,0.075207597745527,0.06881543895237961,0.04759829714203963,0.029211669389085763
0.036006358540156935,0.006957211548347025,0.05172509887325363,0.03825552181668573,0.03065189985269308,0.03628480210239267
0.035169094767081875,0.006915788225531072,0.05057927445050073,0.03567006790837435,0.028901825822295557,0.037662255417411535
0.0512288691426283,0.008620650180430414,0.04869069542665932,0.045525493667424394,0.042786479317247855,0.05350742625574384
0.04676311232413031,0.014287339776300187,0.04505325147565872,0.032399733942969085,0.029940967838938945,0.03666634057781592
0.03780091544239663,0.020766402498304942,0.04332154454235453,0.026475848862144217,0.025252836709608158,0.03650324765464096
0.05455855479913626,0.009457573385107096,0.048129564251692625,0.03344231438791766,0.03777910330701859,0.05748186835791602
0.0447926839375604,0.007726080794372744,0.0553352235909681,0.043484011283590286,0.03700367756812481,0.04688344810142628
0.0532022555699781,0.006907687222881251,0.06972822702739594,0.05411859583002114,0.03948346836128162,0.04243565196113836
0.03419293653874187,0.008509503264410731,0.05400768532701764,0.04163181169463599,0.032571288633866546,0.042802181012627075
0.009268986638101507,0.007971321824533889,0.037265521750595935,0.029657116112803916,0.026360041218452594,0.033721886998638616
0.0,0.007126448339340396,0.03318250525515343,0.0005357579648408441,0.021654280511624553,0.03486435772094067
0.0053486489028474705,0.0069807719493627934,0.03677468588214409,0.009299221612846473,0.02250019010075964,0.03755803190712191
0.028723923490108848,0.0068033584150508225,0.044286197570060956,0.020851824646640624,0.0256773256210758,0.04229938809316415
0.0491169749040568,0.012416106025385287,0.04638956822543512,0.038321490908806516,0.03268472092656691,0.03876439544094169
0.07098775507198615,0.006589892739178538,0.056485690037632694,0.05945047956184293,0.03972641137065507,0.049052145939500726
0.07139364999738237,0.0081828857271459,0.08241982549278376,0.06315326287568897,0.04592796580208795,0.050122334619558055
0.06671011158518851,0.019632808382672187,0.055281990561887456,0.06076620832676654,0.045001596663235124,0.047975651767939206
0.04657373514560438,0.00885850129557661,0.060868120701433326,0.041088370565061004,0.04269781620450011,0.03885571773075731
0.045185796472938855,0.009985548932737454,0.04798553687136882,0.05428963131231426,0.056048979174647434,0.049560478162281985
0.06523821373232955,0.007866231166491863,0.05354077204366568,0.05292660073779917,0.045689290370982676,0.05277497309436521
0.07239811762621144,0.00790785052828076,0.08536274125640582,0.05913581508971971,0.04302236010647332,0.04804270806259138
0.09226465191433873,0.019881234418686403,0.06400411906829477,0.0618435698709309,0.04570027351012597,0.06769840867530412
0.08554732830366936,0.02048438770729452,0.06384133587777836,0.0697104740684999,0.04966608752657938,0.0612769181257104
0.05564594574831425,0.008271300369250806,0.07566563283611664,0.060418247850613775,0.04560493655289458,0.03892839919470289
